;author_email;author_name;authored_date;committed_date;committer_email;committer_name;created_at;id;message;parent_ids;project_id;short_id;stats;title;commitedDay;commitedCW
20;an_author@gitlab.com;Joe GitLab;2019-01-16 12:11:13+00:00;2019-01-16 12:11:13+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 12:11:13+00:00;b4bfe15cd848945cdd73bd8328810294fd3a9fb9;A commit message;['752b0fce51492837bdab9229933bb3a881b3886d', '7b630cb37377ca24d7222b147511e9b8f6a6d3e6'];25328;b4bfe15c;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
21;an_author@gitlab.com;Joe GitLab;2019-01-16 13:18:20+00:00;2019-01-16 13:18:20+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 13:18:20+00:00;11304ec9e1459eafcba87a1b6bbf174fe63488de;A commit message;['b4bfe15cd848945cdd73bd8328810294fd3a9fb9'];25328;11304ec9;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
22;an_author@gitlab.com;Joe GitLab;2019-01-16 13:28:54+00:00;2019-01-16 13:28:54+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 13:28:54+00:00;998f1f61b17f705d35607abca3be3c1c5ab1c514;A commit message;['a97bb8d835e9960f293824c92697ced64a9b123f'];25328;998f1f61;{'additions': 3040, 'deletions': 86, 'total': 3126};A commit message;16/01/2019;2019-02
23;an_author@gitlab.com;Joe GitLab;2019-01-16 13:31:47+00:00;2019-01-16 13:31:47+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 13:31:47+00:00;8f18e1e17f92d4099dde8cf9889aeaf9710f2238;A commit message;['998f1f61b17f705d35607abca3be3c1c5ab1c514'];25328;8f18e1e1;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
24;an_author@gitlab.com;Joe GitLab;2019-01-16 13:32:57+00:00;2019-01-16 13:32:57+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 13:32:57+00:00;b76f35ebba316dc07a1cc5e765eb2ef467d54bfc;A commit message;['b4bfe15cd848945cdd73bd8328810294fd3a9fb9'];25328;b76f35eb;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
25;an_author@gitlab.com;Joe GitLab;2019-01-16 13:40:29+00:00;2019-01-16 13:40:29+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 13:40:29+00:00;6cc800872e4d17f004dc59c3441cc660a29fd49d;A commit message;['e4ee8b48f90c7986303e0eb776300c070a3478b1'];25328;6cc80087;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
26;an_author@gitlab.com;Joe GitLab;2019-01-16 13:43:12+00:00;2019-01-16 13:43:12+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 13:43:12+00:00;ca69dcd49b8a48d5c8c58bdc9e056f51361d811f;A commit message;['8f18e1e17f92d4099dde8cf9889aeaf9710f2238'];25328;ca69dcd4;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
27;an_author@gitlab.com;Joe GitLab;2019-01-16 13:44:00+00:00;2019-01-16 13:44:00+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 13:44:00+00:00;9b362b44d6eb9f6aab9d6ccf3e013acb80b056f8;A commit message;['11304ec9e1459eafcba87a1b6bbf174fe63488de'];25328;9b362b44;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
28;an_author@gitlab.com;Joe GitLab;2019-01-16 13:47:54+00:00;2019-01-16 13:47:54+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 13:47:54+00:00;f06e94a16832e3c59a4879f980947e012efa451e;A commit message;['9b362b44d6eb9f6aab9d6ccf3e013acb80b056f8', '6cc800872e4d17f004dc59c3441cc660a29fd49d'];25328;f06e94a1;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
29;an_author@gitlab.com;Joe GitLab;2019-01-16 14:06:39+00:00;2019-01-16 14:06:39+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 14:06:39+00:00;0845380190326a8a427ac8cc2e342dee313aa8a4;A commit message;['ca69dcd49b8a48d5c8c58bdc9e056f51361d811f'];25328;8453801;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
30;an_author@gitlab.com;Joe GitLab;2019-01-16 14:13:00+00:00;2019-01-16 14:13:00+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 14:13:00+00:00;4cf9f96cded0d6e11aefcf8921e8799d69c68862;A commit message;['f06e94a16832e3c59a4879f980947e012efa451e'];25328;4cf9f96c;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
31;an_author@gitlab.com;Joe GitLab;2019-01-16 17:19:22+00:00;2019-01-16 17:19:22+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 17:19:22+00:00;4115036f98241d37957f57dbe98b2973249bd03f;A commit message;['f06e94a16832e3c59a4879f980947e012efa451e'];25328;4115036f;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
32;an_author@gitlab.com;Joe GitLab;2019-01-16 17:21:24+00:00;2019-01-16 17:21:24+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 17:21:24+00:00;b4c665018b76e73c70b4029970bdda5788d94818;A commit message;['4115036f98241d37957f57dbe98b2973249bd03f', '4cf9f96cded0d6e11aefcf8921e8799d69c68862'];25328;b4c66501;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
33;an_author@gitlab.com;Joe GitLab;2019-01-16 17:52:09+00:00;2019-01-16 17:52:09+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 17:52:09+00:00;a67b13dabfa3a4131315b9391f18c01b5229d8fa;A commit message;['0845380190326a8a427ac8cc2e342dee313aa8a4'];25328;a67b13da;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
34;an_author@gitlab.com;Joe GitLab;2019-01-16 19:07:44+00:00;2019-01-16 19:07:44+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 19:07:44+00:00;ed1664bdc4dcd2aa5ab6b3cca606cf4ef56ee876;A commit message;['a67b13dabfa3a4131315b9391f18c01b5229d8fa'];25328;ed1664bd;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
35;an_author@gitlab.com;Joe GitLab;2019-01-16 21:52:40+00:00;2019-01-16 21:52:40+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 21:52:40+00:00;35a6edfbbd4a1be05c92a00627c314e54bfd1e5e;A commit message;['ed1664bdc4dcd2aa5ab6b3cca606cf4ef56ee876', 'b4c665018b76e73c70b4029970bdda5788d94818'];25328;35a6edfb;{'additions': 86866, 'deletions': 134512, 'total': 221378};A commit message;16/01/2019;2019-02
36;an_author@gitlab.com;Joe GitLab;2019-01-16 22:06:37+00:00;2019-01-16 22:06:37+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 22:06:37+00:00;53a1ed4dc62b7350832b4028e393fdb610a8f1ae;A commit message;['b4c665018b76e73c70b4029970bdda5788d94818', '14fafcda05eacc83bbc0aab9229a548789c87221'];25328;53a1ed4d;{'additions': 36469, 'deletions': 2, 'total': 36471};A commit message;16/01/2019;2019-02
37;an_author@gitlab.com;Joe GitLab;2019-01-16 22:09:45+00:00;2019-01-16 22:09:45+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 22:09:45+00:00;ce9dcd98e962cceda7fba551a100179da5938125;A commit message;['b4c665018b76e73c70b4029970bdda5788d94818', 'cac6f474f1a1228a7671d7051a086a2cb15f757e'];25328;ce9dcd98;{'additions': 67, 'deletions': 1, 'total': 68};A commit message;16/01/2019;2019-02
38;an_author@gitlab.com;Joe GitLab;2019-01-16 22:26:34+00:00;2019-01-16 22:26:34+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 22:26:34+00:00;0e7e564c21adaa725c9ae9d3734792515a12d0f9;A commit message;['ce9dcd98e962cceda7fba551a100179da5938125'];25328;0e7e564c;{'additions': 1, 'deletions': 67, 'total': 68};A commit message;16/01/2019;2019-02
39;an_author@gitlab.com;Joe GitLab;2019-01-16 22:27:31+00:00;2019-01-16 22:27:31+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 22:27:31+00:00;61f0a8ca89e7c8bedf03b648456e9e8607faac7c;A commit message;['ce9dcd98e962cceda7fba551a100179da5938125', '0e7e564c21adaa725c9ae9d3734792515a12d0f9'];25328;61f0a8ca;{'additions': 1, 'deletions': 67, 'total': 68};A commit message;16/01/2019;2019-02
40;an_author@gitlab.com;Joe GitLab;2019-01-16 00:54:13+00:00;2019-01-16 00:54:13+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 00:54:13+00:00;3da019d0ce4d7975d6496946e8cbe439eb11c8c8;A commit message;['58ca141f49731f09edb29cc8aa38917086eb8a2d'];25328;3da019d0;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
41;an_author@gitlab.com;Joe GitLab;2019-01-16 06:45:04+00:00;2019-01-16 06:45:04+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 06:45:04+00:00;a97bb8d835e9960f293824c92697ced64a9b123f;A commit message;['964e81ff840bc5a367caabf8294e28554f869571'];25328;a97bb8d8;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
42;an_author@gitlab.com;Joe GitLab;2019-01-16 08:19:47+00:00;2019-01-16 08:19:47+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 08:19:47+00:00;1b89d23a68451413098c2488096b6a3e4252114c;A commit message;['58ca141f49731f09edb29cc8aa38917086eb8a2d'];25328;1b89d23a;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
43;an_author@gitlab.com;Joe GitLab;2019-01-16 08:23:02+00:00;2019-01-16 08:23:02+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 08:23:02+00:00;85b0523c0017c1736aeff81008e4720f3d7a9463;A commit message;['1b89d23a68451413098c2488096b6a3e4252114c'];25328;85b0523c;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
44;an_author@gitlab.com;Joe GitLab;2019-01-16 08:30:46+00:00;2019-01-16 08:30:46+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 08:30:46+00:00;5921abe9643d4adfac86ae4a89915cb9e1cc85a3;A commit message;['85b0523c0017c1736aeff81008e4720f3d7a9463'];25328;5921abe9;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
45;an_author@gitlab.com;Joe GitLab;2019-01-16 08:31:40+00:00;2019-01-16 08:31:40+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 08:31:40+00:00;a3ba5afbc5181d44456948a6a75357f345002d58;A commit message;['5921abe9643d4adfac86ae4a89915cb9e1cc85a3'];25328;a3ba5afb;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
46;an_author@gitlab.com;Joe GitLab;2019-01-16 08:48:20+00:00;2019-01-16 08:48:20+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 08:48:20+00:00;b50d8b4787f1026cbe09f6e280cfdb7cf706a14f;A commit message;['a3ba5afbc5181d44456948a6a75357f345002d58'];25328;b50d8b47;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
47;an_author@gitlab.com;Joe GitLab;2019-01-16 08:59:49+00:00;2019-01-16 08:59:49+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 08:59:49+00:00;3041ed528673c088a4207b3736fe4f949875ae64;A commit message;['b50d8b4787f1026cbe09f6e280cfdb7cf706a14f'];25328;3041ed52;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
48;an_author@gitlab.com;Joe GitLab;2019-01-16 09:02:00+00:00;2019-01-16 09:02:00+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 09:02:00+00:00;bc300b059aa7cba58a9be42033255b33e7e794c5;A commit message;['3041ed528673c088a4207b3736fe4f949875ae64'];25328;bc300b05;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
49;an_author@gitlab.com;Joe GitLab;2019-01-16 09:02:56+00:00;2019-01-16 09:02:56+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 09:02:56+00:00;2ec8435f81a73168c2dbf5b6f4ac44fd72fee553;A commit message;['bc300b059aa7cba58a9be42033255b33e7e794c5'];25328;2ec8435f;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
50;an_author@gitlab.com;Joe GitLab;2019-01-16 11:00:09+00:00;2019-01-16 11:00:09+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 11:00:09+00:00;61d52acff9c514f75f732a62483ab41fd75bd768;A commit message;['2ec8435f81a73168c2dbf5b6f4ac44fd72fee553'];25328;61d52acf;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
51;an_author@gitlab.com;Joe GitLab;2019-01-16 11:14:37+00:00;2019-01-16 11:14:37+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 11:14:37+00:00;82f61b27588a1ab6ec9e756776b378a69cc0e624;A commit message;['afe3eeb3edbd4f33b4d6e6fc88cd4217ea86d9a0'];25328;82f61b27;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
52;an_author@gitlab.com;Joe GitLab;2019-01-16 11:17:20+00:00;2019-01-16 11:17:20+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 11:17:20+00:00;3116a5c6068c97eb645ce7ee56739af407385893;A commit message;['de44b3d29a72b7ef5fc47dc8ed0812ac71b17985'];25328;3116a5c6;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
53;an_author@gitlab.com;Joe GitLab;2019-01-16 11:18:19+00:00;2019-01-16 11:18:19+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 11:18:19+00:00;fd3d7b945d9dca5323c3ae097eaf98700cd400e6;A commit message;['3959a855878105ee3e3fda59b70121587d84e2bd'];25328;fd3d7b94;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
54;an_author@gitlab.com;Joe GitLab;2019-01-16 11:30:17+00:00;2019-01-16 11:30:17+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 11:30:17+00:00;2c484b2642a40f379aea842345e06d3f6c6ac840;A commit message;['b8aa9ec5a0ba12d2ced54cb2ce13e675c09debaa'];25328;2c484b26;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
55;an_author@gitlab.com;Joe GitLab;2019-01-16 11:31:10+00:00;2019-01-16 11:31:10+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 11:31:10+00:00;e985c8f420436f1f1aa3b0eb13cee3f350179fad;A commit message;['fd3d7b945d9dca5323c3ae097eaf98700cd400e6'];25328;e985c8f4;{'additions': 3, 'deletions': 0, 'total': 3};A commit message;16/01/2019;2019-02
56;an_author@gitlab.com;Joe GitLab;2019-01-16 11:55:00+00:00;2019-01-16 11:55:00+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 11:55:00+00:00;b6dccfde391f1b97f1e32cf54cba35c164918902;A commit message;['e985c8f420436f1f1aa3b0eb13cee3f350179fad'];25328;b6dccfde;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
57;an_author@gitlab.com;Joe GitLab;2019-01-16 11:55:10+00:00;2019-01-16 11:55:10+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 11:55:10+00:00;5144984695c360aebdfdd1b7bded4ed769037b33;A commit message;['b6dccfde391f1b97f1e32cf54cba35c164918902'];25328;51449846;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
58;an_author@gitlab.com;Joe GitLab;2019-01-16 12:03:09+00:00;2019-01-16 12:03:09+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 12:03:09+00:00;752b0fce51492837bdab9229933bb3a881b3886d;A commit message;['61d52acff9c514f75f732a62483ab41fd75bd768', '2c484b2642a40f379aea842345e06d3f6c6ac840'];25328;752b0fce;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
59;an_author@gitlab.com;Joe GitLab;2019-01-16 12:06:42+00:00;2019-01-16 12:06:42+00:00;an_author@gitlab.com;Joe GitLab;2019-01-16 12:06:42+00:00;7b630cb37377ca24d7222b147511e9b8f6a6d3e6;A commit message;['b8aa9ec5a0ba12d2ced54cb2ce13e675c09debaa'];25328;7b630cb3;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;16/01/2019;2019-02
60;an_author@gitlab.com;Joe GitLab;2019-01-15 02:32:54+00:00;2019-01-15 02:32:54+00:00;an_author@gitlab.com;Joe GitLab;2019-01-15 02:32:54+00:00;29e3442f5d0340235e42cd77f5f115148c3eb28c;A commit message;['cda8a6679382255c38b68756648cf72b0052c52d'];25328;29e3442f;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;15/01/2019;2019-02
61;an_author@gitlab.com;Joe GitLab;2019-01-15 02:56:50+00:00;2019-01-15 02:56:50+00:00;an_author@gitlab.com;Joe GitLab;2019-01-15 02:56:50+00:00;f0a7a92d77281652bec65576e37ee40f875b1895;A commit message;['29e3442f5d0340235e42cd77f5f115148c3eb28c'];25328;f0a7a92d;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;15/01/2019;2019-02
62;an_author@gitlab.com;Joe GitLab;2019-01-15 03:02:02+00:00;2019-01-15 03:02:02+00:00;an_author@gitlab.com;Joe GitLab;2019-01-15 03:02:02+00:00;06c800fcae2bec4e1c81fe4b4ddf4c884edc3643;A commit message;['f0a7a92d77281652bec65576e37ee40f875b1895'];25328;06c800fc;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;15/01/2019;2019-02
63;an_author@gitlab.com;Joe GitLab;2019-01-15 03:05:01+00:00;2019-01-15 03:05:01+00:00;an_author@gitlab.com;Joe GitLab;2019-01-15 03:05:01+00:00;a3da73221544fd69ca1f1298cc5c034be503f24c;A commit message;['cda8a6679382255c38b68756648cf72b0052c52d', '06c800fcae2bec4e1c81fe4b4ddf4c884edc3643'];25328;a3da7322;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;15/01/2019;2019-02
64;an_author@gitlab.com;Joe GitLab;2019-01-15 03:27:32+00:00;2019-01-15 03:27:32+00:00;an_author@gitlab.com;Joe GitLab;2019-01-15 03:27:32+00:00;e501d75a2ed947bfda0b9fd5b97704de495be1bc;A commit message;['a3da73221544fd69ca1f1298cc5c034be503f24c'];25328;e501d75a;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;15/01/2019;2019-02
65;an_author@gitlab.com;Joe GitLab;2019-01-15 03:36:35+00:00;2019-01-15 03:36:35+00:00;an_author@gitlab.com;Joe GitLab;2019-01-15 03:36:35+00:00;35ae4a2b07aadc37c21c3facba75b973a2bc174b;A commit message;['e501d75a2ed947bfda0b9fd5b97704de495be1bc'];25328;35ae4a2b;{'additions': 0, 'deletions': 0, 'total': 0};A commit message;15/01/2019;2019-02
